Report Start,Report End,Day of the Week,Age,Gender,Impressions,Clicks,Click Through Rate,Amount Spent,Total Conversions,Total Conversion Rate,Cost / Total Conversion,Approved Conversions,Approved Conversion Rate,Cost / Approved Conversion,Disapproved Conversions,Disapproved Conversion Rate,Cost / Disapproved Conversion
23/08/2017,23/08/2017,Wednesday,35-39,Male,131232,16,0.01%,$29.54,1,6.0%,$29.54,1,6%,$29.54,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Female,1296189,212,0.02%,$343.26,14,7.0%,$24.52,4,2%,$85.82,10,71%,$2.45
23/08/2017,23/08/2017,Wednesday,35-39,Male,187329,29,0.02%,$53.16,2,7.0%,$26.58,1,3%,$53.16,1,50%,$26.58
23/08/2017,23/08/2017,Wednesday,35-39,Male,85970,14,0.02%,$24.78,1,7.0%,$24.78,1,7%,$24.78,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Female,990404,153,0.02%,$226.54,12,8.0%,$18.88,6,4%,$37.76,6,50%,$3.15
23/08/2017,23/08/2017,Wednesday,35-39,Male,427729,50,0.01%,$96.90,4,8.0%,$24.23,1,2%,$96.90,3,75%,$8.08
23/08/2017,23/08/2017,Wednesday,35-39,Male,341603,50,0.01%,$83.48,4,8.0%,$20.87,2,4%,$41.74,2,50%,$10.44
23/08/2017,23/08/2017,Wednesday,45-49,Male,188758,25,0.01%,$36.60,2,8.0%,$18.30,1,4%,$36.60,1,50%,$18.30
23/08/2017,23/08/2017,Wednesday,30-34,Male,1109387,159,0.01%,$280.99,13,8.0%,$21.61,2,1%,$140.50,11,85%,$1.96
23/08/2017,23/08/2017,Wednesday,45-49,Female,54724,12,0.02%,$17.93,1,8.0%,$17.93,1,8%,$17.93,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,128843,24,0.02%,$37.60,2,8.0%,$18.80,0,0%,$0.00,2,100%,$9.40
23/08/2017,23/08/2017,Wednesday,30-34,Female,177452,24,0.01%,$37.83,2,8.0%,$18.92,0,0%,$0.00,2,100%,$9.46
23/08/2017,23/08/2017,Wednesday,45-49,Male,365539,57,0.02%,$82.14,5,9.0%,$16.43,2,4%,$41.07,3,60%,$5.48
23/08/2017,23/08/2017,Wednesday,45-49,Female,48291,11,0.02%,$18.02,1,9.0%,$18.02,0,0%,$0.00,1,100%,$18.02
23/08/2017,23/08/2017,Wednesday,30-34,Male,212175,22,0.01%,$38.59,2,9.0%,$19.30,1,5%,$38.59,1,50%,$19.30
23/08/2017,23/08/2017,Wednesday,35-39,Male,133316,21,0.02%,$36.17,2,10.0%,$18.09,0,0%,$0.00,2,100%,$9.04
23/08/2017,23/08/2017,Wednesday,35-39,Male,192810,41,0.02%,$61.93,4,10.0%,$15.48,3,7%,$20.64,1,25%,$15.48
23/08/2017,23/08/2017,Wednesday,30-34,Male,169108,20,0.01%,$32.24,2,10.0%,$16.12,1,5%,$32.24,1,50%,$16.12
23/08/2017,23/08/2017,Wednesday,30-34,Female,511726,77,0.02%,$123.09,8,10.0%,$15.39,4,5%,$30.77,4,50%,$3.85
23/08/2017,23/08/2017,Wednesday,45-49,Male,134245,18,0.01%,$25.75,2,11.0%,$12.88,1,6%,$25.75,1,50%,$12.88
23/08/2017,23/08/2017,Wednesday,45-49,Male,267106,34,0.01%,$50.50,4,12.0%,$12.63,1,3%,$50.50,3,75%,$4.21
23/08/2017,23/08/2017,Wednesday,40-44,Female,27559,8,0.03%,$13.37,1,13.0%,$13.37,0,0%,$0.00,1,100%,$13.37
23/08/2017,23/08/2017,Wednesday,35-39,Male,131060,16,0.01%,$28.05,2,13.0%,$14.03,1,6%,$28.05,1,50%,$14.03
23/08/2017,23/08/2017,Wednesday,35-39,Male,1206533,128,0.01%,$236.12,17,13.0%,$13.89,6,5%,$39.35,11,65%,$1.26
23/08/2017,23/08/2017,Wednesday,30-34,Male,297452,30,0.01%,$52.02,4,13.0%,$13.01,1,3%,$52.02,3,75%,$4.34
23/08/2017,23/08/2017,Wednesday,35-39,Male,94257,7,0.01%,$12.58,1,14.0%,$12.58,1,14%,$12.58,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,65060,7,0.01%,$14.52,1,14.0%,$14.52,1,14%,$14.52,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,1392288,206,0.01%,$358.55,31,15.0%,$11.57,7,3%,$51.22,24,77%,$0.48
23/08/2017,23/08/2017,Wednesday,30-34,Female,44699,13,0.03%,$17.30,2,15.0%,$8.65,0,0%,$0.00,2,100%,$4.33
23/08/2017,23/08/2017,Wednesday,45-49,Male,121769,13,0.01%,$18.42,2,15.0%,$9.21,1,8%,$18.42,1,50%,$9.21
23/08/2017,23/08/2017,Wednesday,30-34,Male,1044442,142,0.01%,$245.60,22,15.0%,$11.16,8,6%,$30.70,14,64%,$0.80
23/08/2017,23/08/2017,Wednesday,30-34,Female,238036,38,0.02%,$61.03,6,16.0%,$10.17,3,8%,$20.34,3,50%,$3.39
23/08/2017,23/08/2017,Wednesday,30-34,Male,260699,31,0.01%,$54.10,5,16.0%,$10.82,2,6%,$27.05,3,60%,$3.61
23/08/2017,23/08/2017,Wednesday,45-49,Male,19353,6,0.03%,$9.48,1,17.0%,$9.48,1,17%,$9.48,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,63564,12,0.02%,$20.59,2,17.0%,$10.30,0,0%,$0.00,2,100%,$5.15
23/08/2017,23/08/2017,Wednesday,30-34,Female,91607,12,0.01%,$19.19,2,17.0%,$9.60,1,8%,$19.19,1,50%,$9.60
23/08/2017,23/08/2017,Wednesday,30-34,Male,1048861,128,0.01%,$219.77,22,17.0%,$9.99,8,6%,$27.47,14,64%,$0.71
23/08/2017,23/08/2017,Wednesday,35-39,Male,362296,39,0.01%,$67.77,7,18.0%,$9.68,3,8%,$22.59,4,57%,$2.42
23/08/2017,23/08/2017,Wednesday,35-39,Male,113501,26,0.02%,$38.44,5,19.0%,$7.69,4,15%,$9.61,1,20%,$7.69
23/08/2017,23/08/2017,Wednesday,30-34,Female,26910,5,0.02%,$7.23,1,20.0%,$7.23,0,0%,$0.00,1,100%,$7.23
23/08/2017,23/08/2017,Wednesday,35-39,Male,35088,5,0.01%,$8.80,1,20.0%,$8.80,1,20%,$8.80,0,0%,$0
23/08/2017,23/08/2017,Wednesday,45-49,Male,125650,20,0.02%,$30.08,4,20.0%,$7.52,0,0%,$0.00,4,100%,$1.88
23/08/2017,23/08/2017,Wednesday,45-49,Male,50406,5,0.01%,$7.26,1,20.0%,$7.26,1,20%,$7.26,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,374175,38,0.01%,$63.32,8,21.0%,$7.92,3,8%,$21.11,5,63%,$1.58
23/08/2017,23/08/2017,Wednesday,30-34,Male,276762,22,0.01%,$32.09,5,23.0%,$6.42,1,5%,$32.09,4,80%,$1.60
23/08/2017,23/08/2017,Wednesday,40-44,Male,23769,4,0.02%,$6.03,1,25.0%,$6.03,0,0%,$0.00,1,100%,$6.03
23/08/2017,23/08/2017,Wednesday,30-34,Female,39339,4,0.01%,$5.93,1,25.0%,$5.93,0,0%,$0.00,1,100%,$5.93
23/08/2017,23/08/2017,Wednesday,35-39,Female,29035,7,0.02%,$8.91,2,29.0%,$4.46,2,29%,$4.46,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,84494,7,0.01%,$12.57,2,29.0%,$6.29,0,0%,$0.00,2,100%,$3.14
23/08/2017,23/08/2017,Wednesday,45-49,Male,11988,3,0.03%,$4.27,1,33.0%,$4.27,0,0%,$0.00,1,100%,$4.27
23/08/2017,23/08/2017,Wednesday,30-34,Male,33491,6,0.02%,$10.57,2,33.0%,$5.29,1,17%,$10.57,1,50%,$5.29
23/08/2017,23/08/2017,Wednesday,45-49,Female,16053,3,0.02%,$4.08,1,33.0%,$4.08,1,33%,$4.08,0,0%,$0
23/08/2017,23/08/2017,Wednesday,40-44,Female,8316,3,0.04%,$4.57,1,33.0%,$4.57,1,33%,$4.57,0,0%,$0
23/08/2017,23/08/2017,Wednesday,40-44,Female,11537,3,0.03%,$4.30,1,33.0%,$4.30,0,0%,$0.00,1,100%,$4.30
23/08/2017,23/08/2017,Wednesday,40-44,Female,12183,3,0.02%,$2.87,1,33.0%,$2.87,0,0%,$0.00,1,100%,$2.87
23/08/2017,23/08/2017,Wednesday,30-34,Male,38757,3,0.01%,$5.22,1,33.0%,$5.22,0,0%,$0.00,1,100%,$5.22
23/08/2017,23/08/2017,Wednesday,30-34,Female,30155,3,0.01%,$3.82,1,33.0%,$3.82,0,0%,$0.00,1,100%,$3.82
23/08/2017,23/08/2017,Wednesday,45-49,Male,101410,12,0.01%,$17.94,4,33.0%,$4.49,0,0%,$0.00,4,100%,$1.12
23/08/2017,23/08/2017,Wednesday,30-34,Male,57781,5,0.01%,$7.80,2,40.0%,$3.90,1,20%,$7.80,1,50%,$3.90
23/08/2017,23/08/2017,Wednesday,40-44,Male,10960,2,0.02%,$2.89,1,50.0%,$2.89,0,0%,$0.00,1,100%,$2.89
23/08/2017,23/08/2017,Wednesday,30-34,Female,6469,2,0.03%,$1.31,1,50.0%,$1.31,0,0%,$0.00,1,100%,$1.31
23/08/2017,23/08/2017,Wednesday,40-44,Female,5794,2,0.03%,$2.27,1,50.0%,$2.27,0,0%,$0.00,1,100%,$2.27
23/08/2017,23/08/2017,Wednesday,35-39,Male,53933,6,0.01%,$9.93,3,50.0%,$3.31,1,17%,$9.93,2,67%,$1.66
23/08/2017,23/08/2017,Wednesday,35-39,Male,28989,2,0.01%,$2.29,1,50.0%,$2.29,0,0%,$0.00,1,100%,$2.29
23/08/2017,23/08/2017,Wednesday,30-34,Female,24893,2,0.01%,$3.75,1,50.0%,$3.75,0,0%,$0.00,1,100%,$3.75
23/08/2017,23/08/2017,Wednesday,35-39,Male,33534,2,0.01%,$2.96,1,50.0%,$2.96,1,50%,$2.96,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,20083,2,0.01%,$3.20,2,100.0%,$1.60,1,50%,$3.20,1,50%,$1.60
23/08/2017,23/08/2017,Wednesday,30-34,Male,15466,1,0.01%,$0.97,1,100.0%,$0.97,0,0%,$0.00,1,100%,$0.97
23/08/2017,23/08/2017,Wednesday,45-49,Male,7410,1,0.01%,$1.21,1,100.0%,$1.21,0,0%,$0.00,1,100%,$1.21
23/08/2017,23/08/2017,Wednesday,35-39,Male,4726,1,0.02%,$1.83,1,100.0%,$1.83,1,100%,$1.83,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,4616,1,0.02%,$1.36,1,100.0%,$1.36,0,0%,$0.00,1,100%,$1.36
23/08/2017,23/08/2017,Wednesday,30-34,Female,4706,1,0.02%,$1.22,1,100.0%,$1.22,0,0%,$0.00,1,100%,$1.22
23/08/2017,23/08/2017,Wednesday,40-44,Female,4813,1,0.02%,$1.03,1,100.0%,$1.03,0,0%,$0.00,1,100%,$1.03
23/08/2017,23/08/2017,Wednesday,35-39,Female,6532,1,0.02%,$1.61,1,100.0%,$1.61,0,0%,$0.00,1,100%,$1.61
23/08/2017,23/08/2017,Wednesday,35-39,Female,5912,1,0.02%,$1.56,1,100.0%,$1.56,1,100%,$1.56,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,4012,1,0.02%,$1.57,1,100.0%,$1.57,0,0%,$0.00,1,100%,$1.57
23/08/2017,23/08/2017,Wednesday,45-49,Male,5537,1,0.02%,$1.52,1,100.0%,$1.52,0,0%,$0.00,1,100%,$1.52
23/08/2017,23/08/2017,Wednesday,30-34,Male,227925,22,0.01%,$35.31,22,100.0%,$1.61,12,55%,$2.94,10,45%,$0.16
23/08/2017,23/08/2017,Wednesday,30-34,Female,6175,1,0.02%,$1.37,2,200.0%,$0.69,1,100%,$1.37,1,50%,$0.69
23/08/2017,23/08/2017,Wednesday,30-34,Female,1369,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Female,506,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,8817,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,40-44,Male,8022,0,0.00%,$0.00,2,0.0%,$0.00,1,0%,$0.00,1,50%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,1898,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,1882,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,40-44,Male,1781,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,40-44,Male,7101,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,40-44,Male,500,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,4827,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,35-39,Female,761,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,616,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,152,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,152,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Male,429,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,14289,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,11139,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Female,8587,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,45-49,Female,526923,138,0.03%,$198.09,2,1.0%,$99.05,1,1%,$198.09,1,50%,$99.05
24/08/2017,24/08/2017,Thursday,45-49,Female,348542,96,0.03%,$134.89,2,2.0%,$67.45,0,0%,$0.00,2,100%,$33.72
24/08/2017,24/08/2017,Thursday,45-49,Female,300637,84,0.03%,$116.99,2,2.0%,$58.50,0,0%,$0.00,2,100%,$29.25
24/08/2017,24/08/2017,Thursday,40-44,Female,173165,41,0.02%,$59.85,1,2.0%,$59.85,0,0%,$0.00,1,100%,$59.85
24/08/2017,24/08/2017,Thursday,45-49,Female,1428421,367,0.03%,$541.70,10,3.0%,$54.17,0,0%,$0.00,10,100%,$5.42
24/08/2017,24/08/2017,Thursday,40-44,Male,315281,35,0.01%,$65.03,1,3.0%,$65.03,0,0%,$0.00,1,100%,$65.03
24/08/2017,24/08/2017,Thursday,30-34,Female,208301,33,0.02%,$54.57,1,3.0%,$54.57,0,0%,$0.00,1,100%,$54.57
24/08/2017,24/08/2017,Thursday,45-49,Female,1088027,272,0.02%,$409.56,9,3.0%,$45.51,4,1%,$102.39,5,56%,$9.10
24/08/2017,24/08/2017,Thursday,45-49,Female,854940,227,0.03%,$297.91,8,4.0%,$37.24,3,1%,$99.30,5,63%,$7.45
24/08/2017,24/08/2017,Thursday,40-44,Male,594267,82,0.01%,$143.30,3,4.0%,$47.77,2,2%,$71.65,1,33%,$47.77
24/08/2017,24/08/2017,Thursday,40-44,Male,438983,81,0.02%,$143.43,3,4.0%,$47.81,1,1%,$143.43,2,67%,$23.91
24/08/2017,24/08/2017,Thursday,30-34,Male,175631,23,0.01%,$40.76,1,4.0%,$40.76,0,0%,$0.00,1,100%,$40.76
24/08/2017,24/08/2017,Thursday,40-44,Male,140596,23,0.02%,$40.77,1,4.0%,$40.77,0,0%,$0.00,1,100%,$40.77
24/08/2017,24/08/2017,Thursday,35-39,Male,292448,43,0.01%,$76.90,2,5.0%,$38.45,1,2%,$76.90,1,50%,$38.45
24/08/2017,24/08/2017,Thursday,40-44,Male,439986,80,0.02%,$134.88,4,5.0%,$33.72,3,4%,$44.96,1,25%,$33.72
24/08/2017,24/08/2017,Thursday,40-44,Male,304680,59,0.02%,$98.55,3,5.0%,$32.85,0,0%,$0.00,3,100%,$10.95
24/08/2017,24/08/2017,Thursday,30-34,Male,344618,51,0.01%,$89.76,3,6.0%,$29.92,1,2%,$89.76,2,67%,$14.96
24/08/2017,24/08/2017,Thursday,30-34,Female,187468,34,0.02%,$50.72,2,6.0%,$25.36,1,3%,$50.72,1,50%,$25.36
24/08/2017,24/08/2017,Thursday,45-49,Female,1097966,266,0.02%,$369.07,16,6.0%,$23.07,8,3%,$46.13,8,50%,$2.88
24/08/2017,24/08/2017,Thursday,45-49,Female,1055017,265,0.03%,$380.66,16,6.0%,$23.79,2,1%,$190.33,14,88%,$1.70
24/08/2017,24/08/2017,Thursday,45-49,Female,264386,66,0.02%,$91.00,4,6.0%,$22.75,1,2%,$91.00,3,75%,$7.58
24/08/2017,24/08/2017,Thursday,45-49,Female,73222,16,0.02%,$22.86,1,6.0%,$22.86,0,0%,$0.00,1,100%,$22.86
24/08/2017,24/08/2017,Thursday,35-39,Male,80248,15,0.02%,$24.19,1,7.0%,$24.19,1,7%,$24.19,0,0%,$0
24/08/2017,24/08/2017,Thursday,40-44,Female,55823,13,0.02%,$21.11,1,8.0%,$21.11,1,8%,$21.11,0,0%,$0
24/08/2017,24/08/2017,Thursday,35-39,Female,720859,162,0.02%,$213.69,13,8.0%,$16.44,5,3%,$42.74,8,62%,$2.05
24/08/2017,24/08/2017,Thursday,40-44,Male,363456,71,0.02%,$117.56,7,10.0%,$16.79,1,1%,$117.56,6,86%,$2.80
24/08/2017,24/08/2017,Thursday,35-39,Male,98066,9,0.01%,$16.15,1,11.0%,$16.15,0,0%,$0.00,1,100%,$16.15
24/08/2017,24/08/2017,Thursday,35-39,Male,228861,33,0.01%,$53.39,4,12.0%,$13.35,2,6%,$26.70,2,50%,$6.67
24/08/2017,24/08/2017,Thursday,35-39,Female,41111,8,0.02%,$10.96,1,13.0%,$10.96,0,0%,$0.00,1,100%,$10.96
24/08/2017,24/08/2017,Thursday,35-39,Male,770749,100,0.01%,$189.13,13,13.0%,$14.55,3,3%,$63.04,10,77%,$1.45
24/08/2017,24/08/2017,Thursday,35-39,Male,100351,15,0.01%,$24.18,2,13.0%,$12.09,1,7%,$24.18,1,50%,$12.09
24/08/2017,24/08/2017,Thursday,30-34,Female,24491,7,0.03%,$9.54,1,14.0%,$9.54,0,0%,$0.00,1,100%,$9.54
24/08/2017,24/08/2017,Thursday,30-34,Female,48935,7,0.01%,$9.97,1,14.0%,$9.97,1,14%,$9.97,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Male,185823,25,0.01%,$38.55,4,16.0%,$9.64,1,4%,$38.55,3,75%,$3.21
24/08/2017,24/08/2017,Thursday,30-34,Female,22572,5,0.02%,$8.50,1,20.0%,$8.50,0,0%,$0.00,1,100%,$8.50
24/08/2017,24/08/2017,Thursday,45-49,Male,19537,5,0.03%,$6.10,1,20.0%,$6.10,0,0%,$0.00,1,100%,$6.10
24/08/2017,24/08/2017,Thursday,45-49,Female,17167,5,0.03%,$6.91,1,20.0%,$6.91,0,0%,$0.00,1,100%,$6.91
24/08/2017,24/08/2017,Thursday,35-39,Male,52553,5,0.01%,$8.53,1,20.0%,$8.53,0,0%,$0.00,1,100%,$8.53
24/08/2017,24/08/2017,Thursday,35-39,Male,38580,5,0.01%,$8.52,1,20.0%,$8.52,0,0%,$0.00,1,100%,$8.52
24/08/2017,24/08/2017,Thursday,40-44,Male,42563,5,0.01%,$9.66,1,20.0%,$9.66,1,20%,$9.66,0,0%,$0
24/08/2017,24/08/2017,Thursday,35-39,Female,11182,4,0.04%,$4.45,1,25.0%,$4.45,0,0%,$0.00,1,100%,$4.45
24/08/2017,24/08/2017,Thursday,40-44,Male,19603,4,0.02%,$5.28,1,25.0%,$5.28,1,25%,$5.28,0,0%,$0
24/08/2017,24/08/2017,Thursday,45-49,Male,59433,12,0.02%,$19.66,3,25.0%,$6.55,0,0%,$0.00,3,100%,$2.18
24/08/2017,24/08/2017,Thursday,30-34,Female,20941,4,0.02%,$5.91,1,25.0%,$5.91,1,25%,$5.91,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Male,37187,4,0.01%,$6.37,1,25.0%,$6.37,0,0%,$0.00,1,100%,$6.37
24/08/2017,24/08/2017,Thursday,30-34,Female,101856,16,0.02%,$25.22,4,25.0%,$6.31,1,6%,$25.22,3,75%,$2.10
24/08/2017,24/08/2017,Thursday,30-34,Female,10126,3,0.03%,$4.62,1,33.0%,$4.62,0,0%,$0.00,1,100%,$4.62
24/08/2017,24/08/2017,Thursday,30-34,Male,93891,11,0.01%,$17.64,5,45.0%,$3.53,3,27%,$5.88,2,40%,$1.76
24/08/2017,24/08/2017,Thursday,35-39,Female,4868,2,0.04%,$2.42,1,50.0%,$2.42,0,0%,$0.00,1,100%,$2.42
24/08/2017,24/08/2017,Thursday,35-39,Female,6585,2,0.03%,$2.95,1,50.0%,$2.95,0,0%,$0.00,1,100%,$2.95
24/08/2017,24/08/2017,Thursday,35-39,Female,10164,2,0.02%,$3.72,1,50.0%,$3.72,1,50%,$3.72,0,0%,$0
24/08/2017,24/08/2017,Thursday,35-39,Male,20959,2,0.01%,$3.77,1,50.0%,$3.77,1,50%,$3.77,0,0%,$0
24/08/2017,24/08/2017,Thursday,35-39,Male,24992,2,0.01%,$3.19,1,50.0%,$3.19,0,0%,$0.00,1,100%,$3.19
24/08/2017,24/08/2017,Thursday,30-34,Male,2883,1,0.03%,$0.99,1,100.0%,$0.99,1,100%,$0.99,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,3989,1,0.03%,$1.28,1,100.0%,$1.28,0,0%,$0.00,1,100%,$1.28
24/08/2017,24/08/2017,Thursday,30-34,Male,13473,3,0.02%,$2.62,3,100.0%,$0.87,0,0%,$0.00,3,100%,$0.29
24/08/2017,24/08/2017,Thursday,30-34,Female,9076,1,0.01%,$1.38,1,100.0%,$1.38,1,100%,$1.38,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,5040,1,0.02%,$1.44,1,100.0%,$1.44,0,0%,$0.00,1,100%,$1.44
24/08/2017,24/08/2017,Thursday,30-34,Female,13911,1,0.01%,$1.73,1,100.0%,$1.73,1,100%,$1.73,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Male,5209,1,0.02%,$0.96,2,200.0%,$0.48,0,0%,$0.00,2,100%,$0.24
24/08/2017,24/08/2017,Thursday,45-49,Male,450,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,2077,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,1955,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,493,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,30-34,Female,1491,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,1495,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,35-39,Female,512,0,0.00%,$0.00,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,2963,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,45-49,Female,3462,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,30-34,Female,4073,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
24/08/2017,24/08/2017,Thursday,30-34,Female,1772,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,45-49,Female,781,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,35-39,Female,2226,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
24/08/2017,24/08/2017,Thursday,30-34,Male,10991,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
25/08/2017,25/08/2017,Friday,40-44,Female,40801,12,0.03%,$15.92,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,282899,71,0.03%,$105.66,1,1.0%,$105.66,0,0%,$0.00,1,100%,$105.66
25/08/2017,25/08/2017,Friday,40-44,Female,597419,135,0.02%,$188.51,2,1.0%,$94.26,1,1%,$188.51,1,50%,$94.26
25/08/2017,25/08/2017,Friday,45-49,Female,536248,146,0.03%,$187.74,3,2.0%,$62.58,0,0%,$0.00,3,100%,$20.86
25/08/2017,25/08/2017,Friday,45-49,Female,669671,186,0.03%,$259.18,4,2.0%,$64.80,1,1%,$259.18,3,75%,$21.60
25/08/2017,25/08/2017,Friday,45-49,Female,725043,179,0.02%,$238.40,5,3.0%,$47.68,3,2%,$79.47,2,40%,$23.84
25/08/2017,25/08/2017,Friday,45-49,Female,119063,34,0.03%,$53.22,1,3.0%,$53.22,0,0%,$0.00,1,100%,$53.22
25/08/2017,25/08/2017,Friday,45-49,Female,85083,32,0.04%,$38.63,1,3.0%,$38.63,1,3%,$38.63,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,108655,28,0.03%,$46.92,1,4.0%,$46.92,0,0%,$0.00,1,100%,$46.92
25/08/2017,25/08/2017,Friday,40-44,Male,163181,26,0.02%,$40.02,1,4.0%,$40.02,1,4%,$40.02,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,449921,129,0.03%,$175.97,5,4.0%,$35.19,1,1%,$175.97,4,80%,$8.80
25/08/2017,25/08/2017,Friday,40-44,Female,74424,22,0.03%,$30.84,1,5.0%,$30.84,1,5%,$30.84,0,0%,$0
25/08/2017,25/08/2017,Friday,40-44,Female,98768,21,0.02%,$33.14,1,5.0%,$33.14,1,5%,$33.14,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Male,399199,58,0.01%,$103.15,3,5.0%,$34.38,0,0%,$0.00,3,100%,$11.46
25/08/2017,25/08/2017,Friday,40-44,Male,621591,91,0.01%,$163.36,5,5.0%,$32.67,1,1%,$163.36,4,80%,$8.17
25/08/2017,25/08/2017,Friday,40-44,Male,463813,69,0.01%,$116.34,4,6.0%,$29.09,2,3%,$58.17,2,50%,$14.54
25/08/2017,25/08/2017,Friday,40-44,Female,66017,17,0.03%,$24.22,1,6.0%,$24.22,0,0%,$0.00,1,100%,$24.22
25/08/2017,25/08/2017,Friday,40-44,Male,1117385,147,0.01%,$260.07,11,7.0%,$23.64,2,1%,$130.04,9,82%,$2.63
